age,age_cat,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,two_year_recid,length_of_stay,label
44,25 - 45,Male,African-American,0,1,F,0,0,0,1,0
52,Greater than 45,Male,African-American,0,0,F,0,0,0,1,0
30,25 - 45,Male,African-American,6,1,F,1,0,1,0,0
31,25 - 45,Male,African-American,9,0,F,1,1,1,0,1
21,Less than 25,Female,African-American,2,12,F,1,0,0,12,0
77,Greater than 45,Male,Caucasian,1,1,M,0,0,0,3,0
61,Greater than 45,Male,Caucasian,4,1,F,0,0,0,118,0
41,25 - 45,Female,African-American,0,1,M,0,0,0,0,0
24,Less than 25,Female,Caucasian,0,1,M,0,0,0,1,0
34,25 - 45,Female,African-American,5,1,F,1,0,0,1,0
34,25 - 45,Male,Caucasian,3,47,F,1,0,1,8,0
27,25 - 45,Male,Hispanic,1,0,F,0,0,0,0,0
25,25 - 45,Male,African-American,6,1,M,1,0,1,0,1
30,25 - 45,Male,African-American,1,1,F,0,0,0,0,0
59,Greater than 45,Male,Hispanic,0,4,F,0,0,0,1,0
55,Greater than 45,Male,Caucasian,1,1,F,1,1,1,1,0
22,Less than 25,Female,African-American,1,294,M,0,0,0,30,0
32,25 - 45,Male,Caucasian,0,1,F,1,0,1,4,0
53,Greater than 45,Male,African-American,5,0,M,0,0,0,2,0
50,Greater than 45,Male,Caucasian,1,1,M,0,0,0,0,0
26,25 - 45,Male,Other,1,1,F,1,0,1,2,0
21,Less than 25,Male,Hispanic,2,1,F,1,1,1,1,0
36,25 - 45,Male,African-American,7,1,F,1,0,1,0,0
35,25 - 45,Male,African-American,16,1,F,1,0,1,191,1
25,25 - 45,Female,Caucasian,0,1,M,0,0,0,1,0
31,25 - 45,Female,Caucasian,2,0,M,0,0,0,117,0
26,25 - 45,Female,African-American,1,1,F,0,0,0,1,0
25,25 - 45,Male,Caucasian,0,1,M,0,0,0,0,0
32,25 - 45,Male,African-American,0,0,M,0,0,0,0,0
40,25 - 45,Male,Caucasian,5,1,F,0,0,0,0,0
35,25 - 45,Male,African-American,0,2,F,0,0,0,0,0
27,25 - 45,Male,African-American,2,1,F,0,0,0,3,0
33,25 - 45,Male,African-American,12,1,F,1,0,1,2,1
36,25 - 45,Male,Asian,1,1,F,0,0,0,40,0
30,25 - 45,Male,Caucasian,2,22,F,0,0,0,0,0
30,25 - 45,Male,African-American,0,0,F,0,0,0,3,0
41,25 - 45,Male,African-American,19,0,F,1,0,0,220,1
21,Less than 25,Female,Caucasian,1,99,M,0,0,0,65,1
29,25 - 45,Female,Caucasian,0,3,F,0,0,0,0,1
32,25 - 45,Male,Caucasian,1,1,M,0,0,0,0,0
25,25 - 45,Male,Caucasian,0,1,F,0,0,0,1,0
50,Greater than 45,Male,Caucasian,0,1,F,0,0,0,2,0
35,25 - 45,Male,Caucasian,4,1,F,0,0,0,169,0
37,25 - 45,Male,African-American,17,0,F,1,0,1,1,1
43,25 - 45,Male,African-American,4,26,F,1,1,1,25,0
29,25 - 45,Male,Caucasian,12,0,M,1,0,1,39,0
61,Greater than 45,Female,Caucasian,0,1,F,0,0,0,1,0
22,Less than 25,Female,African-American,4,0,F,1,1,1,2,1
27,25 - 45,Male,Caucasian,2,1,F,1,0,1,0,0
31,25 - 45,Male,African-American,0,1,M,1,0,0,0,1
44,25 - 45,Male,African-American,12,1,F,0,0,0,0,1
34,25 - 45,Female,African-American,1,21,M,0,0,0,15,0
24,Less than 25,Male,Other,0,1,F,0,0,0,0,0
34,25 - 45,Female,Caucasian,1,39,F,0,0,0,25,0
20,Less than 25,Female,African-American,0,1,M,1,1,1,1,1
30,25 - 45,Male,African-American,0,1,M,0,0,0,0,0
43,25 - 45,Female,African-American,0,1,M,0,0,0,1,0
51,Greater than 45,Male,Caucasian,4,1,F,1,0,1,1,0
37,25 - 45,Male,Hispanic,9,1,F,0,0,0,2,0
42,25 - 45,Male,African-American,7,0,F,1,0,1,1,1
29,25 - 45,Female,Hispanic,1,1,F,0,0,0,1,0
44,25 - 45,Male,Caucasian,4,1,F,0,0,0,0,0
24,Less than 25,Female,Caucasian,0,0,M,0,0,0,0,0
36,25 - 45,Male,Caucasian,12,26,F,0,0,0,13,0
39,25 - 45,Male,Caucasian,0,1,F,1,1,1,2,0
32,25 - 45,Male,African-American,2,1,M,0,0,0,1,0
30,25 - 45,Male,African-American,1,82,F,0,0,0,1,0
38,25 - 45,Male,African-American,0,0,M,0,0,0,1,0
27,25 - 45,Female,African-American,8,23,F,1,0,0,3,0
24,Less than 25,Male,Caucasian,2,1,M,0,0,0,0,0
30,25 - 45,Female,Caucasian,0,1,F,1,0,1,2,0
43,25 - 45,Female,Caucasian,0,1,M,1,0,1,1,0
30,25 - 45,Male,African-American,8,1,M,1,1,1,0,1
22,Less than 25,Male,African-American,2,366,F,1,0,1,178,1
26,25 - 45,Female,Caucasian,1,2,M,1,0,0,0,0
37,25 - 45,Male,Caucasian,3,1,F,0,0,0,38,0
25,25 - 45,Male,Caucasian,5,1,F,1,0,1,0,1
65,Greater than 45,Male,Caucasian,1,1,F,1,0,1,0,0
52,Greater than 45,Male,Other,0,1,F,1,0,1,7,0
37,25 - 45,Male,Hispanic,9,52,F,0,0,0,48,0
29,25 - 45,Male,Caucasian,1,1,F,0,0,0,0,0
32,25 - 45,Male,Caucasian,3,1,F,0,0,0,120,0
36,25 - 45,Male,Hispanic,0,1,M,1,0,1,1,0
21,Less than 25,Male,African-American,8,30,F,1,1,1,243,1
21,Less than 25,Male,Caucasian,1,1,F,0,0,0,1,0
47,Greater than 45,Male,Caucasian,13,0,M,1,1,1,66,0
36,25 - 45,Female,African-American,4,13,F,0,0,0,0,0
25,25 - 45,Female,African-American,6,24,F,1,0,1,12,1
32,25 - 45,Male,Caucasian,4,0,M,1,1,1,1,0
43,25 - 45,Male,Caucasian,1,1,F,0,0,0,1,0
27,25 - 45,Male,African-American,2,1,F,0,0,0,131,0
26,25 - 45,Male,African-American,8,1,M,1,0,1,26,0
21,Less than 25,Male,African-American,1,22,F,0,0,0,22,0
34,25 - 45,Male,Asian,0,1,M,0,0,0,1,0
46,Greater than 45,Male,Hispanic,1,2,M,0,0,0,0,0
40,25 - 45,Male,African-American,23,30,M,1,1,1,31,0
38,25 - 45,Male,Caucasian,3,0,M,0,0,0,1,0
41,25 - 45,Male,African-American,7,1,F,0,0,0,58,1
25,25 - 45,Male,Caucasian,7,1,F,1,0,1,43,1
21,Less than 25,Male,Caucasian,1,11,F,0,0,0,11,0
74,Greater than 45,Female,Caucasian,0,1,M,0,0,0,0,0
41,25 - 45,Male,Caucasian,5,1,M,1,0,1,0,0
57,Greater than 45,Male,African-American,11,376,F,1,0,1,320,1
27,25 - 45,Female,Hispanic,0,0,M,0,0,0,0,0
30,25 - 45,Male,African-American,1,1,M,0,0,0,1,0
33,25 - 45,Female,Caucasian,3,2,F,1,1,1,1,0
24,Less than 25,Male,Caucasian,2,0,M,0,0,0,0,0
52,Greater than 45,Male,Asian,0,1,F,0,0,0,0,0
29,25 - 45,Female,Caucasian,0,1,M,0,0,0,1,0
42,25 - 45,Female,Caucasian,0,1,F,1,0,1,1,0
30,25 - 45,Female,Caucasian,1,0,F,0,0,0,0,0
33,25 - 45,Male,African-American,0,1,F,0,0,0,45,0
38,25 - 45,Male,Hispanic,1,1,F,0,0,0,4,0
21,Less than 25,Male,African-American,2,1,F,1,0,1,7,0
41,25 - 45,Female,Caucasian,9,2,M,1,0,1,0,0
28,25 - 45,Female,African-American,5,1,M,0,0,0,2,1
28,25 - 45,Male,Hispanic,3,1,F,0,0,0,0,1
52,Greater than 45,Female,African-American,3,0,F,0,0,0,0,0
21,Less than 25,Male,Hispanic,1,25,F,0,0,0,0,1
22,Less than 25,Female,Hispanic,1,1,F,1,0,0,2,0
32,25 - 45,Male,Hispanic,3,0,F,0,0,0,0,0
25,25 - 45,Male,African-American,0,0,F,1,1,1,90,0
27,25 - 45,Female,African-American,0,1,M,1,1,0,1,0
35,25 - 45,Male,Caucasian,0,0,F,0,0,0,0,0
40,25 - 45,Male,African-American,2,1,M,1,1,0,0,0
29,25 - 45,Female,Other,0,1,F,0,0,0,47,0
24,Less than 25,Male,African-American,2,1,M,1,1,1,24,1
24,Less than 25,Male,African-American,10,0,F,1,1,1,0,1
36,25 - 45,Male,Hispanic,26,1,F,1,0,1,117,1
54,Greater than 45,Male,African-American,13,1,F,0,0,0,0,0
26,25 - 45,Male,Hispanic,5,1,F,0,0,0,0,0
50,Greater than 45,Male,Caucasian,1,0,F,0,0,0,9,0
21,Less than 25,Male,African-American,1,1,F,1,0,1,0,1
51,Greater than 45,Male,Hispanic,0,1,M,0,0,0,0,0
24,Less than 25,Male,African-American,2,1,F,1,0,1,0,0
33,25 - 45,Male,African-American,11,57,F,1,0,1,57,1
29,25 - 45,Male,African-American,3,1,M,0,0,0,1,0
25,25 - 45,Female,Caucasian,0,0,M,0,0,0,0,0
38,25 - 45,Male,African-American,0,1,F,1,0,1,0,0
46,Greater than 45,Male,Caucasian,1,1,F,0,0,0,10,0
33,25 - 45,Male,African-American,9,28,M,1,1,1,14,1
31,25 - 45,Male,Hispanic,19,1,F,1,1,1,0,1
21,Less than 25,Male,Other,0,1,M,0,0,0,4,0
60,Greater than 45,Male,Other,1,1,M,1,0,1,1,0
39,25 - 45,Female,African-American,3,1,F,1,0,1,0,0
23,Less than 25,Male,African-American,1,39,F,0,0,0,0,0
23,Less than 25,Female,African-American,3,169,M,1,0,1,0,0
35,25 - 45,Male,African-American,4,1,F,0,0,0,11,0
49,Greater than 45,Male,Caucasian,12,1,F,1,0,1,2,0
26,25 - 45,Male,Other,1,1,M,0,0,0,1,0
27,25 - 45,Male,Caucasian,0,0,M,0,0,0,2,0
22,Less than 25,Male,African-American,2,1,F,0,0,0,0,0
29,25 - 45,Female,African-American,0,1,F,1,1,1,1,0
31,25 - 45,Male,African-American,0,1,M,0,0,0,1,1
31,25 - 45,Male,Hispanic,5,0,F,1,0,1,37,0
29,25 - 45,Female,Hispanic,0,0,F,0,0,0,0,0
65,Greater than 45,Female,Caucasian,0,1,F,0,0,0,0,0
34,25 - 45,Female,Hispanic,1,5,M,0,0,0,3,0
24,Less than 25,Male,Caucasian,6,0,F,0,0,0,7,1
46,Greater than 45,Male,African-American,0,0,M,0,0,0,1,0
26,25 - 45,Male,Other,3,41,F,0,0,0,41,0
20,Less than 25,Male,African-American,0,0,F,1,0,1,1,0
29,25 - 45,Male,African-American,16,1,F,1,0,1,33,1
29,25 - 45,Male,African-American,7,0,F,1,0,0,2,0
56,Greater than 45,Female,Caucasian,3,1,F,0,0,0,0,0
21,Less than 25,Male,African-American,0,0,F,0,0,0,1,0
40,25 - 45,Male,African-American,0,0,F,1,1,1,4,1
22,Less than 25,Male,African-American,2,1,M,1,1,1,54,1
39,25 - 45,Male,Caucasian,0,1,M,0,0,0,1,0
22,Less than 25,Male,African-American,1,0,F,1,0,1,1,1
27,25 - 45,Female,Other,5,2,F,1,0,1,1,0
36,25 - 45,Male,Caucasian,1,0,F,0,0,0,0,0
30,25 - 45,Male,African-American,0,1,F,0,0,0,1,0
56,Greater than 45,Male,Caucasian,17,41,F,1,1,1,23,0
36,25 - 45,Male,African-American,0,1,M,0,0,0,1,0
38,25 - 45,Male,African-American,5,1,M,0,0,0,0,1
32,25 - 45,Male,African-American,0,1,F,0,0,0,2,0
34,25 - 45,Female,African-American,5,1,F,1,0,1,25,1
23,Less than 25,Male,Other,0,1,M,1,0,0,0,0
52,Greater than 45,Male,Caucasian,0,1,M,0,0,0,0,0
20,Less than 25,Male,Caucasian,1,1,F,1,0,1,13,1
38,25 - 45,Male,African-American,5,1,M,0,0,0,5,0
46,Greater than 45,Male,Caucasian,0,0,M,0,0,0,0,0
27,25 - 45,Male,African-American,0,1,F,1,0,1,9,0
20,Less than 25,Male,African-American,2,17,F,1,1,1,16,0
51,Greater than 45,Female,African-American,1,1,M,0,0,0,0,0
29,25 - 45,Female,Caucasian,1,6,F,1,0,1,1,0
35,25 - 45,Female,African-American,7,1,F,1,0,1,2,0
37,25 - 45,Male,Caucasian,1,1,M,1,0,1,1,0
63,Greater than 45,Male,Caucasian,0,1,F,0,0,0,0,0
27,25 - 45,Male,African-American,2,1,F,0,0,0,0,0
27,25 - 45,Male,African-American,1,1,F,1,1,1,0,0
27,25 - 45,Male,African-American,0,1,F,0,0,0,3,0
24,Less than 25,Male,African-American,2,0,M,1,0,1,0,0
30,25 - 45,Male,Hispanic,1,0,F,1,0,1,1,0
32,25 - 45,Male,African-American,13,680,M,1,0,1,0,1
25,25 - 45,Male,Caucasian,4,0,F,1,0,1,33,1
24,Less than 25,Male,African-American,10,251,M,0,0,0,0,1
27,25 - 45,Male,African-American,0,0,M,0,0,0,1,0
48,Greater than 45,Female,African-American,0,1,M,0,0,0,9,0
26,25 - 45,Female,African-American,1,23,M,0,0,0,0,0
58,Greater than 45,Male,Other,0,0,F,0,0,0,0,0
23,Less than 25,Male,Caucasian,1,20,F,1,0,1,19,0
22,Less than 25,Male,Caucasian,3,0,M,1,0,1,0,0
51,Greater than 45,Female,African-American,4,60,F,0,0,0,60,0
41,25 - 45,Male,African-American,0,1,F,0,0,0,3,0
21,Less than 25,Male,African-American,0,1,F,0,0,0,0,1
32,25 - 45,Male,African-American,1,1,M,0,0,0,0,1
26,25 - 45,Male,Other,0,1,M,0,0,0,1,0
39,25 - 45,Female,African-American,3,1,M,0,0,0,2,0
48,Greater than 45,Female,Other,0,1,M,0,0,0,0,0
46,Greater than 45,Male,Caucasian,0,1,M,0,0,0,0,0
56,Greater than 45,Male,Hispanic,2,1,M,0,0,0,0,1
22,Less than 25,Male,African-American,1,112,M,1,0,1,1,1
33,25 - 45,Male,Other,7,1,F,1,1,1,116,1
36,25 - 45,Male,African-American,2,1,F,1,0,1,47,0
20,Less than 25,Male,Native American,1,5,F,1,1,1,5,1
32,25 - 45,Male,Caucasian,0,1,M,0,0,0,0,0
38,25 - 45,Male,African-American,17,1,M,1,0,1,1,0
64,Greater than 45,Male,Hispanic,1,2,M,0,0,0,0,0
22,Less than 25,Male,African-American,1,1,F,1,0,1,5,0
69,Greater than 45,Male,Caucasian,0,7,M,1,0,1,2,0
26,25 - 45,Male,African-American,2,23,F,0,0,0,0,0
27,25 - 45,Female,African-American,1,1,M,1,0,1,16,0
30,25 - 45,Female,Caucasian,1,40,M,0,0,0,7,0
22,Less than 25,Male,African-American,2,1,F,1,1,0,1,1
43,25 - 45,Female,Caucasian,0,0,F,0,0,0,0,0
24,Less than 25,Male,Hispanic,0,565,F,1,0,1,29,0
22,Less than 25,Male,Caucasian,2,36,M,1,0,1,0,0
55,Greater than 45,Female,Caucasian,0,1,M,0,0,0,0,0
34,25 - 45,Male,Hispanic,0,0,M,0,0,0,76,0
20,Less than 25,Male,African-American,1,1,F,0,0,0,2,0
22,Less than 25,Male,African-American,1,1,M,1,0,1,1,1
29,25 - 45,Male,African-American,15,227,F,1,1,1,186,1
33,25 - 45,Male,Caucasian,9,1,F,1,0,1,49,1
55,Greater than 45,Male,Caucasian,7,0,F,0,0,0,0,1
22,Less than 25,Male,African-American,1,1,F,0,0,0,1,0
55,Greater than 45,Male,African-American,1,1,F,0,0,0,9,0
43,25 - 45,Female,Caucasian,0,2,F,1,0,1,1,0
21,Less than 25,Male,African-American,0,1,F,1,1,1,6,1
38,25 - 45,Male,African-American,6,52,F,0,0,0,52,0
23,Less than 25,Male,African-American,0,1,F,0,0,0,0,0
28,25 - 45,Female,Caucasian,1,2,M,0,0,0,0,0
45,Greater than 45,Male,Other,0,0,F,0,0,0,1,0
39,25 - 45,Male,African-American,1,1,F,1,0,0,13,0
79,Greater than 45,Male,Caucasian,1,22,M,0,0,0,1,0
48,Greater than 45,Male,Caucasian,1,1,F,0,0,0,0,0
20,Less than 25,Male,Hispanic,2,1,F,1,0,1,31,1
31,25 - 45,Male,African-American,5,1,M,0,0,0,0,1
30,25 - 45,Male,Caucasian,4,3,M,1,0,1,0,0
32,25 - 45,Male,African-American,5,1,F,1,0,1,0,0
56,Greater than 45,Male,Caucasian,1,1,M,0,0,0,3,0
28,25 - 45,Female,African-American,0,1,M,1,0,1,0,1
43,25 - 45,Male,African-American,2,1,M,0,0,0,2,0
20,Less than 25,Male,Hispanic,0,1,F,0,0,0,0,0
27,25 - 45,Male,African-American,21,0,F,1,0,1,35,1
41,25 - 45,Male,African-American,0,4,M,0,0,0,3,0
24,Less than 25,Male,Other,1,1,F,0,0,0,1,0
43,25 - 45,Male,African-American,3,4,M,1,0,1,1,0
33,25 - 45,Female,African-American,1,1,F,0,0,0,1,0
22,Less than 25,Male,African-American,0,1,F,0,0,0,9,0
34,25 - 45,Male,African-American,3,1,F,0,0,0,1,0
36,25 - 45,Male,Caucasian,0,0,M,0,0,0,0,0
69,Greater than 45,Male,Caucasian,0,1,F,0,0,0,0,0
32,25 - 45,Male,Caucasian,5,1,F,1,1,1,0,0
22,Less than 25,Male,African-American,1,0,F,1,0,1,0,1
46,Greater than 45,Male,Caucasian,0,1,F,0,0,0,78,0
34,25 - 45,Male,Caucasian,1,14,M,0,0,0,1,0
32,25 - 45,Female,Hispanic,0,0,M,0,0,0,10,0
39,25 - 45,Male,African-American,0,1,M,0,0,0,0,0
25,25 - 45,Male,African-American,6,1,M,1,1,1,1,1
21,Less than 25,Female,Hispanic,0,1,M,1,0,1,1,0
63,Greater than 45,Male,African-American,9,0,F,1,0,1,1,0
24,Less than 25,Male,Caucasian,8,1,F,1,0,1,0,0
29,25 - 45,Male,Caucasian,2,2,M,1,0,0,1,0
20,Less than 25,Male,African-American,3,0,F,1,0,1,1,1
40,25 - 45,Female,Caucasian,0,1,M,0,0,0,2,0
30,25 - 45,Male,African-American,7,0,F,1,0,1,0,1
36,25 - 45,Male,Caucasian,10,54,M,1,1,1,6,0
50,Greater than 45,Male,Caucasian,5,8,F,1,0,0,5,1
37,25 - 45,Male,African-American,4,1,M,1,1,1,75,1
34,25 - 45,Male,African-American,1,0,F,0,0,0,1,1
35,25 - 45,Female,Hispanic,0,1,F,0,0,0,1,0
31,25 - 45,Female,African-American,1,1,M,1,0,1,1,0
23,Less than 25,Male,Caucasian,10,1,F,1,0,0,70,1
22,Less than 25,Male,Hispanic,0,1,F,1,0,1,32,0
37,25 - 45,Male,Caucasian,2,1,F,1,0,1,4,0
20,Less than 25,Male,Other,0,2,F,0,0,0,0,0
54,Greater than 45,Male,African-American,22,83,F,1,0,1,0,1
26,25 - 45,Male,Caucasian,2,1,F,0,0,0,0,0
34,25 - 45,Male,African-American,12,1,F,1,0,1,11,1
59,Greater than 45,Male,Caucasian,2,15,M,1,1,1,0,0
45,Greater than 45,Male,Caucasian,2,1,F,0,0,0,0,0
37,25 - 45,Male,Caucasian,2,12,M,0,0,0,12,0
38,25 - 45,Male,Other,0,1,F,1,0,1,0,0
45,Greater than 45,Male,Caucasian,1,1,F,1,0,1,5,0
22,Less than 25,Male,African-American,1,1,F,0,0,0,36,1
24,Less than 25,Male,African-American,3,26,F,1,0,1,35,1
25,25 - 45,Male,African-American,5,1,F,0,0,0,36,0
24,Less than 25,Male,African-American,6,1,F,1,0,1,1,0
52,Greater than 45,Female,African-American,3,1,M,0,0,0,0,0
20,Less than 25,Male,African-American,1,1,M,1,1,1,1,0
32,25 - 45,Male,African-American,6,1,F,0,0,0,0,0
32,25 - 45,Female,Caucasian,2,1,F,1,0,1,0,0
39,25 - 45,Male,Caucasian,8,75,F,0,0,0,20,0
49,Greater than 45,Male,African-American,3,1,F,1,0,1,0,1
20,Less than 25,Male,African-American,1,57,F,1,0,1,0,0
31,25 - 45,Male,Caucasian,11,1,F,1,0,1,0,1
58,Greater than 45,Male,Caucasian,7,1,F,1,0,1,185,1
50,Greater than 45,Male,Hispanic,2,0,M,0,0,0,0,0
26,25 - 45,Male,African-American,11,1,F,1,0,1,1,1
20,Less than 25,Male,African-American,1,20,F,0,0,0,2,0
39,25 - 45,Male,Caucasian,1,48,F,0,0,0,0,0
51,Greater than 45,Male,Caucasian,1,1,M,1,1,1,1,0
30,25 - 45,Male,African-American,2,1,M,0,0,0,18,0
39,25 - 45,Male,Other,0,1,M,1,0,0,3,0
26,25 - 45,Male,Caucasian,9,84,F,1,0,1,50,1
26,25 - 45,Male,African-American,2,1,F,0,0,0,33,0
35,25 - 45,Male,African-American,13,188,F,1,0,1,134,1
20,Less than 25,Male,Other,0,1,M,0,0,0,0,0
51,Greater than 45,Female,Caucasian,7,157,F,0,0,0,146,0
26,25 - 45,Female,Caucasian,0,4,F,0,0,0,0,0
26,25 - 45,Male,African-American,5,1,F,0,0,0,2,0
20,Less than 25,Male,Caucasian,0,1,F,0,0,0,1,0
28,25 - 45,Male,African-American,0,0,F,1,1,1,15,0
23,Less than 25,Male,African-American,1,1,M,1,0,1,0,0
21,Less than 25,Female,African-American,0,4,M,0,0,0,0,0
25,25 - 45,Male,Other,0,1,F,1,1,1,1,1
30,25 - 45,Male,Caucasian,0,1,F,0,0,0,1,0
21,Less than 25,Male,Caucasian,2,3,F,1,1,1,0,1
20,Less than 25,Male,Caucasian,1,13,F,1,0,1,40,1
24,Less than 25,Male,Caucasian,5,16,F,1,0,1,18,0
35,25 - 45,Male,African-American,22,0,F,1,1,1,2,1
27,25 - 45,Female,Other,0,1,F,1,0,1,2,0
50,Greater than 45,Male,Caucasian,2,1,F,1,1,1,9,0
25,25 - 45,Male,African-American,5,1,M,0,0,0,1,1
48,Greater than 45,Female,Caucasian,1,1,F,0,0,0,0,1
31,25 - 45,Male,African-American,12,1,M,1,0,1,40,1
26,25 - 45,Male,African-American,0,1,F,0,0,0,1,1
22,Less than 25,Male,African-American,0,1,F,0,0,0,1,0
29,25 - 45,Male,African-American,0,0,F,0,0,0,0,0
33,25 - 45,Male,Other,2,0,F,1,0,1,0,0
52,Greater than 45,Male,Caucasian,1,1,F,0,0,0,0,0
37,25 - 45,Male,Hispanic,0,1,M,1,0,1,0,0
21,Less than 25,Male,African-American,0,1,F,1,0,0,0,1
21,Less than 25,Male,Caucasian,1,0,F,0,0,0,1,1
20,Less than 25,Female,Caucasian,0,0,F,1,0,1,2,1
43,25 - 45,Male,Hispanic,1,1,M,1,0,1,0,0
30,25 - 45,Male,Caucasian,1,1,F,1,0,1,1,0
33,25 - 45,Female,African-American,3,0,M,1,0,1,4,0
24,Less than 25,Male,African-American,3,0,F,0,0,0,93,1
52,Greater than 45,Female,Hispanic,0,1,M,1,0,1,0,0
30,25 - 45,Female,African-American,11,0,F,1,0,1,6,1
30,25 - 45,Female,Caucasian,0,1,M,0,0,0,0,0
47,Greater than 45,Male,African-American,13,0,F,1,0,1,0,0
41,25 - 45,Male,African-American,9,1,M,0,0,0,2,1
21,Less than 25,Male,Hispanic,4,1,F,1,0,1,0,1
53,Greater than 45,Male,Hispanic,1,1,F,0,0,0,0,0
48,Greater than 45,Male,Caucasian,6,26,F,0,0,0,5,0
52,Greater than 45,Male,African-American,2,1,F,1,0,1,33,1
34,25 - 45,Female,African-American,1,1,M,0,0,0,1,0
35,25 - 45,Male,Caucasian,0,1,F,1,0,1,1,0
25,25 - 45,Male,Other,1,1,F,1,0,1,1,0
39,25 - 45,Male,Other,1,1,F,0,0,0,0,0
24,Less than 25,Male,African-American,1,1,F,1,0,1,0,0
48,Greater than 45,Female,Caucasian,17,1,F,0,0,0,0,1
31,25 - 45,Male,Hispanic,1,583,F,0,0,0,5,1
26,25 - 45,Male,Hispanic,0,1,M,1,0,0,0,0
43,25 - 45,Male,African-American,3,93,F,1,0,1,21,1
25,25 - 45,Male,African-American,1,0,M,0,0,0,0,0
34,25 - 45,Male,African-American,20,1,F,1,0,1,26,1
25,25 - 45,Male,African-American,2,1,F,1,0,1,0,0
24,Less than 25,Male,Hispanic,4,1,F,1,0,1,0,0
56,Greater than 45,Male,Caucasian,6,1,F,0,0,0,0,0
23,Less than 25,Male,African-American,0,0,F,0,0,0,0,0
21,Less than 25,Male,Caucasian,0,1,M,0,0,0,1,0
66,Greater than 45,Male,Caucasian,0,1,M,0,0,0,1,0
28,25 - 45,Male,African-American,7,1,M,0,0,0,0,1
29,25 - 45,Male,Caucasian,0,0,M,0,0,0,1,0
22,Less than 25,Male,Caucasian,3,0,F,1,0,1,2,1
39,25 - 45,Male,Caucasian,0,1,F,0,0,0,1,0
33,25 - 45,Male,African-American,9,1,M,1,0,1,1,1
29,25 - 45,Male,Caucasian,2,1,F,1,0,1,0,0
31,25 - 45,Male,Caucasian,1,1,F,0,0,0,1,0
22,Less than 25,Male,African-American,0,1,M,0,0,0,53,1
22,Less than 25,Female,Caucasian,0,1,M,0,0,0,0,0
35,25 - 45,Male,Caucasian,3,0,F,0,0,0,1,0
29,25 - 45,Male,Caucasian,3,1,F,1,0,1,1,0
37,25 - 45,Female,African-American,0,1,F,0,0,0,0,0
30,25 - 45,Female,African-American,0,1,F,0,0,0,0,0
56,Greater than 45,Male,Caucasian,1,1,F,1,1,0,0,0
34,25 - 45,Female,African-American,0,1,F,0,0,0,0,0
23,Less than 25,Male,African-American,1,1,F,1,0,1,3,0
27,25 - 45,Male,African-American,1,0,F,1,0,1,0,0
43,25 - 45,Male,Caucasian,2,1,F,0,0,0,0,0
38,25 - 45,Male,Caucasian,0,1,F,0,0,0,0,0
39,25 - 45,Male,Caucasian,3,1,F,0,0,0,0,0
24,Less than 25,Male,African-American,1,1,F,1,0,1,0,0
26,25 - 45,Male,African-American,2,0,M,0,0,0,1,0
55,Greater than 45,Female,Caucasian,0,1,M,0,0,0,1,0
35,25 - 45,Male,African-American,1,1,F,1,0,1,0,0
61,Greater than 45,Male,African-American,25,1,F,0,0,0,1,1
33,25 - 45,Male,Other,0,1,M,0,0,0,10,0
40,25 - 45,Male,Caucasian,4,0,F,0,0,0,1,1
33,25 - 45,Male,African-American,3,0,F,0,0,0,0,0
26,25 - 45,Male,Caucasian,0,1,F,1,1,1,1,0
32,25 - 45,Male,Caucasian,15,0,F,1,0,1,90,1
28,25 - 45,Male,African-American,0,1,F,0,0,0,0,0
45,Greater than 45,Male,Caucasian,0,1,M,0,0,0,1,0
30,25 - 45,Male,Caucasian,0,1,F,1,0,1,37,1
57,Greater than 45,Female,Caucasian,4,1,F,0,0,0,257,0
26,25 - 45,Male,African-American,3,1,F,1,1,1,47,1
35,25 - 45,Male,African-American,1,1,F,0,0,0,0,1
54,Greater than 45,Male,Hispanic,0,0,F,0,0,0,2,0
29,25 - 45,Female,African-American,0,1,F,0,0,0,2,0
40,25 - 45,Female,Caucasian,0,1,M,0,0,0,1,0
28,25 - 45,Male,Caucasian,1,1,F,1,0,1,1,0
25,25 - 45,Female,African-American,0,1,M,0,0,0,0,0
44,25 - 45,Male,African-American,3,1,M,0,0,0,2,0
48,Greater than 45,Male,Caucasian,1,31,M,0,0,0,0,0
59,Greater than 45,Female,Caucasian,1,302,F,0,0,0,60,0
23,Less than 25,Male,Caucasian,4,1,F,1,0,1,0,0
29,25 - 45,Male,African-American,0,1,F,0,0,0,72,0
56,Greater than 45,Male,Caucasian,0,4,M,0,0,0,0,0
27,25 - 45,Female,African-American,0,1,M,0,0,0,1,0
29,25 - 45,Female,Caucasian,0,1,M,0,0,0,0,1
34,25 - 45,Female,Caucasian,4,1,M,0,0,0,0,0
22,Less than 25,Female,African-American,0,0,F,0,0,0,1,1
40,25 - 45,Male,Caucasian,5,7,F,1,0,1,0,0
31,25 - 45,Male,Caucasian,0,1,F,0,0,0,2,0
47,Greater than 45,Male,African-American,3,1,F,0,0,0,1,0
24,Less than 25,Male,African-American,8,1,F,1,0,1,49,1
20,Less than 25,Female,Caucasian,1,49,F,0,0,0,36,0
39,25 - 45,Male,African-American,4,1,F,0,0,0,118,1
